ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-let-7b-5p,MIMAT0000063,TNRC6B,23112,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TAB2,23118,CLASH//Microarray,17699775|23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PLXND1,23129,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,EPB41L3,23136,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,GGA3,23163,PAR-CLIP,24398324,Unspecified
hsa-let-7b-5p,MIMAT0000063,TTLL12,23170,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ATG4B,23192,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PMPCA,23203,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARL6IP1,23204,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SYNE2,23224,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PDS5A,23244,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ADGRL2,23266,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,DNMBP,23268,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CLUH,23277,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ICOSLG,23308,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIAA0930,23313,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZCCHC11,23318,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,USP22,23326,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,VPS39,23339,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SYNE1,23345,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZNF629,23361,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PSD3,23362,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,LARP1,23367,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RRP8,23378,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,AHCYL2,23382,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,ADNP,23394,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,DICER1,23405,Immunoblot,18812516,Unspecified
hsa-let-7b-5p,MIMAT0000063,SF3B1,23451,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ABCB10,23456,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CBX6,23466,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CBX5,23468,CLASH//PAR-CLIP,23622248|21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,SEC11A,23478,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RBFOX2,23543,CLASH//PAR-CLIP//Proteomics,18668040|23622248|24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,CARHSP1,23589,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ACOT9,23597,PAR-CLIP,23592263|23446348,Unspecified
hsa-let-7b-5p,MIMAT0000063,MKRN2,23609,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,KPNA6,23633,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PLD3,23646,PAR-CLIP,26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARFIP2,23647,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PLXNB2,23654,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TMEM2,23670,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RAB38,23682,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,IFIT5,24138,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RAB3GAP2,25782,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CIZ1,25792,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARIH1,25820,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,NIPBL,25836,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,YIPF3,25844,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,POLR1A,25885,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,INTS7,25896,HITS-CLIP//Proteomics,18668040|23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,AHCTF1,25909,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,GEMIN5,25929,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PTPN23,25930,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,VIRMA,25962,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,MMACHC,25974,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RPAP1,26015,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,LRIG1,26018,Luciferase reporter assay//Microarray//qRT-PCR,22995917,Unspecified
hsa-let-7b-5p,MIMAT0000063,PTCD1,26024,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,IPCEF1,26034,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PPP1R16B,26051,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,DNM3,26052,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ANKRD17,26057,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,APPL1,26060,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHTOP,26097,HITS-CLIP,23313552,Unspecified
hsa-let-7b-5p,MIMAT0000063,SZRD1,26099,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,GAPVD1,26130,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SERBP1,26135,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TES,26136,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,INTS1,26173,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,FBXW2,26190,CLASH//PAR-CLIP,23622248|23446348|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,MYCBP,26292,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CNNM3,26505,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TIMM9,26520,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,AGO1,26523,CLASH//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,23622248|23426184,Unspecified
hsa-let-7b-5p,MIMAT0000063,AATF,26574,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CKAP2,26586,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RANBP6,26953,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,AP3M1,26985,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PABPC1,26986,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TRUB2,26995,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,NPTN,27020,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,VPS41,27072,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,EIF2AK1,27102,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,AFF4,27125,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PALD1,27143,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,BRPF3,27154,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,AGO2,27161,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SALL3,27164,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,DISC1,27185,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHMP2A,27243,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RNF115,27246,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NFU1,27247,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TOX3,27324,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PRPF19,27339,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RRP7A,27341,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,POLL,27343,PAR-CLIP,26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,MCAT,27349,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MAT2B,27430,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,OSTM1,28962,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,BZW2,28969,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,C19orf53,28974,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,DBNL,28988,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,THYN1,29087,PAR-CLIP,20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,COMMD9,29099,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,UHRF1,29128,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ABT1,29777,HITS-CLIP//PAR-CLIP,23592263|24398324|21572407|23313552|27292025,Unspecified
hsa-let-7b-5p,MIMAT0000063,PARVB,29780,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CPSF1,29894,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SNX12,29934,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLC25A24,29957,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,NOP53,29997,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ERO1A,30001,PAR-CLIP//Proteomics,18668040|26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,SOCS7,30837,PAR-CLIP,26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,EHD4,30844,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TMED5,50999,HITS-CLIP//PAR-CLIP//Proteomics,18668040|23592263|24906430,Unspecified
hsa-let-7b-5p,MIMAT0000063,TRNT1,51095,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SH3GLB1,51100,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,LACTB2,51110,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NAA20,51126,CLASH//PAR-CLIP,23622248|23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,RNFT1,51136,PAR-CLIP,24398324,Unspecified
hsa-let-7b-5p,MIMAT0000063,VPS28,51160,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,PLEKHO1,51177,PAR-CLIP,22291592|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,IPO11,51194,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CPA4,51200,HITS-CLIP,23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,NUSAP1,51203,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,HGH1,51236,pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MRPL37,51253,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,ERGIC2,51290,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,THEM6,51337,PAR-CLIP,23592263|24398324,Unspecified
hsa-let-7b-5p,MIMAT0000063,RWDD1,51389,HITS-CLIP,23824327,Unspecified
hsa-let-7b-5p,MIMAT0000063,DDX41,51428,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SFMBT1,51460,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NCKIPSD,51517,HITS-CLIP//PAR-CLIP,23446348|23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,TRMO,51531,PAR-CLIP,23446348,Unspecified
hsa-let-7b-5p,MIMAT0000063,MTFP1,51537,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZNF581,51545,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,FAM49B,51571,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,GDE1,51573,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ERGIC3,51614,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TAF9B,51616,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MRPS33,51650,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHMP3,51652,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,WBP11,51729,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,FGFRL1,53834,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHRAC1,54108,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TERF2IP,54386,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLC38A2,54407,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,XRN1,54464,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MIOS,54468,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MIEF1,54471,PAR-CLIP,23592263|24398324|21572407|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,NLE1,54475,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHPF2,54480,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,FAM105A,54491,HITS-CLIP//PAR-CLIP//Proteomics//pSILAC,18668040|23592263|23446348|23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,MIER2,54531,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,DDX49,54555,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CCNJ,54619,Microarray,17699775,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARL15,54622,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TBC1D13,54662,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,WDR74,54663,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MANSC1,54682,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RBFOX1,54715,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PPP1R12C,54776,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NSMCE4A,54780,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,HAUS6,54801,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,WDR55,54853,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TOR4A,54863,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,GPATCH4,54865,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PIGG,54872,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,BCOR,54880,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NSUN2,54888,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,NCAPG2,54892,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CDKAL1,54901,HITS-CLIP//Proteomics//pSILAC,18668040|23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,SEMA4C,54910,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,DNAAF5,54919,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,DUSP23,54935,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,DNAJC28,54943,HITS-CLIP,23313552,Unspecified
hsa-let-7b-5p,MIMAT0000063,C1orf27,54953,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PARP16,54956,PAR-CLIP,20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,INTS11,54973,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLC35F6,54978,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,PIH1D1,55011,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,USP47,55031,PAR-CLIP,27292025,Unspecified
hsa-let-7b-5p,MIMAT0000063,PDPR,55066,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,OXR1,55074,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CCDC186,55088,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,GPATCH1,55094,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARHGAP17,55114,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,FIGN,55137,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350|23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,ANKZF1,55139,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CDCA8,55143,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SDAD1,55153,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TMEM33,55161,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,KLHL11,55175,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,MRM3,55178,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,ARL8B,55207,HITS-CLIP,23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,SETD5,55209,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,BBS7,55212,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,C11orf57,55216,PAR-CLIP,23592263|21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,LRRC20,55222,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,MOB1A,55233,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLC38A7,55238,HITS-CLIP,23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,STEAP3,55240,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,QRSL1,55278,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TBC1D19,55296,PAR-CLIP,22291592,Unspecified
hsa-let-7b-5p,MIMAT0000063,SYNJ2BP,55333,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,WDR33,55339,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,LSG1,55341,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TMEM63B,55362,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,LGR4,55366,Flow//Luciferase reporter assay//qRT-PCR//Western blot,27179410,Unspecified
hsa-let-7b-5p,MIMAT0000063,YOD1,55432,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,NDUFAF7,55471,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,DHTKD1,55526,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,FOXRED1,55572,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CDV3,55573,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,SUPT20H,55578,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIF27,55582,PAR-CLIP,22100165,Unspecified
hsa-let-7b-5p,MIMAT0000063,UBE2Q1,55585,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,OTUB1,55611,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,TRMT1,55621,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,LRRC40,55631,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CHD7,55636,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,BCAS4,55653,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,YEATS2,55689,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RBM22,55696,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,IARS2,55699,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,MAP7D1,55700,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,POLR3B,55703,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,IPO9,55705,HITS-CLIP,23313552,Unspecified
hsa-let-7b-5p,MIMAT0000063,TENM3,55714,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLF2,55719,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,FAM222B,55731,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,DNAJC11,55735,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,CNDP2,55748,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RIOK2,55781,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TXLNG,55787,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,DDX28,55794,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,UTP6,55813,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,DBNDD2,55861,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ECHDC1,55862,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,NXT2,55916,Microarray,17699775,Unspecified
hsa-let-7b-5p,MIMAT0000063,YLPM1,56252,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,LRRC8A,56262,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,KYAT3,56267,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,DIABLO,56616,PAR-CLIP,23446348|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,SAR1A,56681,HITS-CLIP,23706177,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZC3HAV1,56829,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RAD18,56852,PAR-CLIP,21572407,Unspecified
hsa-let-7b-5p,MIMAT0000063,DPYSL5,56896,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,C1GALT1,56913,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SMARCAD1,56916,PAR-CLIP,24398324|20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,DHX33,56919,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,C5orf15,56951,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ATXN7L3,56970,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,YAE1D1,57002,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,PITHD1,57095,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,C12orf4,57102,PAR-CLIP,23446348,Unspecified
hsa-let-7b-5p,MIMAT0000063,MRPL47,57129,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,RALGAPB,57148,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SPRYD7,57213,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,NHSL1,57224,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SCYL1,57410,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,BIRC6,57448,qRT-PCR,17942906,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIAA1143,57456,PAR-CLIP,26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,SCAF4,57466,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,LRRC47,57470,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIDINS220,57498,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MTUS1,57509,CLASH//PAR-CLIP,23622248|23592263|24398324|23446348|26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,XPO5,57510,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,MIB1,57534,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIAA1328,57536,HITS-CLIP,23313552,Unspecified
hsa-let-7b-5p,MIMAT0000063,PDP2,57546,CLASH//PAR-CLIP,23622248|23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,CEP126,57562,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZNF687,57592,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIAA1549,57670,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,KIAA1586,57691,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ZNF317,57693,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-let-7b-5p,MIMAT0000063,NCOA5,57727,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,RAB40C,57799,PAR-CLIP,23592263,Unspecified
hsa-let-7b-5p,MIMAT0000063,RAP2C,57826,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,TRAPPC1,58485,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,ABHD17C,58489,PAR-CLIP,20371350,Unspecified
hsa-let-7b-5p,MIMAT0000063,TLNRD1,59274,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,CACNG8,59283,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,SLC25A19,60386,Proteomics,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,SPCS3,60559,Proteomics//pSILAC,18668040,Unspecified
hsa-let-7b-5p,MIMAT0000063,BCORL1,63035,CLASH,23622248,Unspecified
hsa-let-7b-5p,MIMAT0000063,GALNT11,63917,CLASH,23622248,Unspecified
